y	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20
0	0.847563467264421	3.79405001955164	10.3980720915886	-9.09286045585801	14.6867673877002	-3.53676699191992	9.41051872710306	-1.98292617988494	2.30412585346665	2.24000550114165	6.92665214584936	4.68696016877781	-0.105597304069315	-5.2168817299884	-8.89758490241996	12.8416374855697	-1.23912958693243	-4.60545902399836	12.5916007263633	12.1477993865272
1	2.26460338599548	2.22162966649839	-2.28391172070199	-4.17579542521858	12.4859478384215	-19.297468433426	-9.20861185147351	-3.86425498861181	-21.0615551500682	-1.40535486224391	7.91933331471387	1.99730675829726	-0.0225030575107206	2.94085486912989	4.9050891847261	3.75488699396855	4.17453484188908	2.47153672196275	18.0539831189451	1.19116432059084
1	4.32556498144622	9.11175366126624	5.73245587555067	8.53261603490476	-13.8472265992918	-7.60621543040077	4.24750193651025	13.0405122206768	-2.61197901412524	1.25865503909844	8.85409340433964	13.2413767382494	-19.9901289851885	8.67995889848581	-2.82921815577301	8.80411581413789	-5.46025285053443	7.60822105062594	17.7228804088863	3.79896933633434
1	5.58065235974298	-11.9379376700687	7.31313720053604	10.8015028913391	0.516150691932014	23.3743129630782	-23.8671457193482	-14.552833557074	19.4243349864917	-1.50530845151895	8.6476230831688	0.125718194713454	1.28258711334716	0.634339664595712	0.344109297651673	-14.3574772221346	-10.8275315883847	-3.15582936629342	5.31875171039291	-3.14713955078668
0	0.597552673669097	-6.69907357658707	-5.67473865636323	-1.20098785332165	0.170679486733041	-20.6693133699024	-5.07675887024003	0.643688382350543	-1.72902321080879	-2.53015308017335	-8.51233792138203	-8.57549344306136	-0.414413895234139	-9.09199021947517	-9.2574083290356	-7.78382010221753	21.8705465664994	-4.17994460380583	3.5174577202461	-5.00826134049824
1	-1.14640866544344	-11.7897525198279	-7.71619162759178	-3.80768958401696	-29.1899376028078	-10.4015073006798	-11.1901006099474	15.4834412822985	-0.946736682392564	7.57394998298612	1.54717400940371	-2.98041770774216	6.0084330709453	-20.8078803368328	-8.21368335501725	7.49976709969031	-4.48849852783379	5.58803202049535	-14.4415963911857	-4.95520768933036
0	-10.2057834608166	-22.3056406639681	2.76690021542597	3.4234042141979	-13.1257912304988	2.96033496043879	-0.486390130088601	-0.361137060857016	1.04424103583883	-13.966563485492	-13.1778096930286	4.70123757000101	-0.615883188905857	-13.7798534051591	-3.61948003999722	20.8794722006801	-1.31605975489816	8.08963468334807	-7.93834684782826	-1.42934435261351
0	-2.97051301683529	-0.98236478582465	-3.98243447329554	6.28903108374754	-7.80751228319637	-3.84801697415139	4.11288134548436	-0.75727157280967	-17.6124841576452	5.42804206113861	1.20203462204794	1.41942713986332	-16.9441514410629	2.78481794848417	-3.31341847428035	-16.4411165934155	7.8490549823355	-3.98580651821876	7.75331664900393	13.6860414765512
0	1.68150027111636	7.75967074942018	12.2714483003458	26.2592038524147	-2.18924530543334	-3.07339688090502	-9.56737922458423	-5.5322423302154	5.00390583387324	-11.7333103215344	1.49549951150272	-14.4534550578232	-8.66304863005577	-2.49319140953063	-9.59055263768644	-1.61630402272221	5.9839655522276	1.50009008817619	-3.10359175205875	-0.840097386763136
1	14.1987232503558	-0.814319184095231	-23.1690402090497	-24.0035280580681	8.06267414037171	10.2250847660131	2.8174423473388	-9.06810353251472	-8.19439396546374	-6.8319461836271	-6.60787824715331	-10.3096072225997	-2.29601568120729	-16.0541005780137	5.49346702495121	20.851764639126	-5.52568217519329	-10.1100086913649	-8.43454488193094	-15.7099752104325
0	-0.995250704510626	-14.7733318085955	7.86482645010461	4.87311066990477	-3.06249888237188	-1.65629764862256	11.2471694387777	-0.494388681359074	15.6960318577802	0.632507949704574	21.6094913877086	8.15645515921962	-9.30364189075658	-6.92383470271698	-4.09453442133897	5.31359268259855	5.26370124853302	-5.79334272379864	-30.5632789530941	0.290016893145277
0	-8.18296968384865	3.78114005695914	2.68946377919131	-13.6002939413551	0.918672941428477	2.33866095912411	3.38402675782734	9.66772843057872	13.9250361491186	-9.11018738082509	0.310582930496724	-23.0168982978631	11.8383435396517	4.66757963778145	6.8413238536607	7.84125173613776	-8.2060490189704	-5.50526165302766	4.03877761296329	18.7123311225306
1	-4.69302241185415	-16.0261277559067	-3.02797769303971	31.8954343329313	21.0775541275036	0.398427911114203	-23.2067841021034	17.5570448590316	-7.22255776647269	-7.3647316470237	-5.79209985370842	4.06505821415379	-3.69504848029673	2.32850235946788	11.7931194487792	6.37958604585541	20.697126034217	0.766444400376826	13.2638710705536	0.22841684343772
1	5.75044973330143	-5.3933361116245	6.3355011808408	14.0023076230989	-11.3570697984417	-2.16598894843897	4.26253454414525	3.87441959624425	-5.60871065196475	2.96371641825761	-10.4743824781862	-1.12293209474154	5.3731333311613	17.0842954842985	2.77366868039592	-3.79361661611087	8.04988344533184	20.3840068004952	-22.1304228280915	-5.93387220106733
0	-18.7174512812092	-6.03369204694828	12.9884507386608	7.00101006965459	-10.4837261082797	-10.5283827235026	3.03550357484528	-10.5053027997658	-4.14974309279544	15.4483440416727	9.54203563872474	-16.3042178862353	-6.1980286656568	-2.64733894801074	-6.15814462119606	-8.81904545882539	4.56043563309825	18.9231359461786	-2.43974869500026	11.6660138945483
1	-6.31831099889465	0.143177641550046	-10.7636229575071	4.63440686402225	1.56168263209519	8.86761059632883	-5.75486283472705	-4.32902470122777	16.6374884136027	7.18585364195124	5.25079896775373	-9.13820793274073	17.808954575261	-23.9926898784152	7.40448498653888	-7.32387157344867	1.86484433465734	-0.685641667813615	-0.940519370608327	-13.8057002305212
0	-0.424381960781628	0.221816511360569	3.49007074218922	3.96152257072051	2.95771980089286	-2.54146886183959	3.79797429577953	-9.31213921778808	4.65051827687024	6.15112192122729	1.10316837736736	2.44314533362799	1.06621439912662	-0.574267132863849	8.78089868622729	0.672476183434496	16.2168284305899	-11.5948016409779	-23.7240070936366	3.22050489724751
1	14.4210693134115	-7.15392634227397	-23.2352920446404	-3.97263843585808	1.19698193328813	-8.35100519510859	11.2018761406317	-4.54082932571234	-18.5761116784747	10.357160320879	9.5665190583197	-4.81452162705793	-4.15197602007053	-2.64859983459112	13.2932104109274	5.35171378487565	-1.07373500122101	-18.4203606728748	-13.6758707220696	-4.83059350868346
1	-9.2089342003678	-1.62994788005283	-10.2226356346996	1.23311277106637	-3.68232139589095	-13.1610630725858	1.00738835385089	8.52081114252174	0.337197636658141	17.4685936535792	-16.9628106029827	2.18137803266393	-11.5776678051362	2.59556418191325	-2.27637123550735	-6.09875284130794	0.0838762118844081	1.3381203845044	3.88293815962325	-1.7543694862636
0	-0.156085997694624	-3.99398901502912	-1.36036138879485	-1.28040713871016	-27.1989105890134	7.04766182533229	-4.70516309554565	-0.323045349638603	-3.05290103337622	-14.8535870094752	4.24610072848769	-6.37143166164455	-0.0427971988838307	0.124485949613811	18.8132828798313	11.8500264294948	-3.90542394346365	-15.5899245498171	-8.82181207247661	-15.4485448167574
0	2.19466474666689	-5.81860705961203	-17.7769866511933	-20.9128816345351	-10.3630130009296	-16.1612229485821	9.372421493083	-6.0010577987346	-6.77276191330259	-3.48295820298972	15.0138850407209	3.25761214542508	-13.112047103646	8.96790760040129	-0.498558776574699	3.6305142363361	-5.43399506432705	-3.0112128560088	5.46245166268326	-1.72914747648608
1	5.00598176003693	2.35314464567389	-1.99920932782314	-6.82999484307305	21.2719241142157	-1.82426699091932	2.53935226770917	-5.15276773881824	-5.11708208750249	26.8105402448435	-4.52090788930351	14.4888111440196	-15.6036468147239	-9.61115276919992	-10.1181242109292	1.68448394215072	2.27591601029371	-10.794214028067	-4.64708764586857	0.440657042259272
1	16.6934898030235	10.3366596668878	-4.75567988881219	14.401156595712	2.72302086945101	8.55452182897086	-3.65582356159335	4.10648525954809	9.19510030348842	11.7581965795954	21.7682776224168	-1.07285127909265	-1.61995400429085	-2.59645819065568	-5.3164335555807	-22.1988046449231	-4.09235772624587	6.20054087330398	-8.26018754569033	2.51613876196501
0	-10.0354243808306	4.37646073469796	-3.75485971490403	-3.34965300815633	-3.10953505405969	-5.2969127940031	5.87626058630847	-3.92170836406714	-1.00913090992055	0.554522088143043	-4.86998467793542	-1.40942860002419	1.70838650033391	13.6609131159585	-2.06277029828283	-11.9168760848928	19.1819217667641	13.2012237205131	0.129113649868412	-13.5906706042415
0	3.94182209350487	13.9295602208133	12.4682803847758	3.12275020856994	-4.46548357414053	9.62837622398233	-15.0516149253533	4.20585149485309	4.45182333362753	5.60998024082719	-4.63932425806862	7.68308627716715	19.3962239472362	-0.898658770788284	21.8759528329883	10.3291578708173	15.3701009008887	10.0671922834797	0.454325336177641	1.10790802685239
0	-14.970726054436	-8.89909336439479	-16.1263128372936	8.00361381466389	-14.7768483416827	-9.31198094666866	-1.38183065462526	16.8522477824063	11.6959552780518	-7.44227824720964	26.9439196407986	-7.80425444619704	4.15066016194061	4.22687217232698	-6.07372401952802	-1.41026634199835	5.79738802300597	-8.05882248160501	-4.992245824357	-16.5834697580207
1	12.3925632328391	13.9949293077335	-9.1592703476772	-0.394953851021265	10.368359481972	7.43612988558401	-19.8409031279285	4.56577637481758	-3.31718250343098	-6.42122114574188	7.27953047771783	-1.36880045658478	5.08107683880431	-7.8825602753007	-3.98627461646713	5.28006448816479	-0.0453990230470502	-12.1937909733506	-8.42004673444704	-18.6560882209112
0	0.376221963179717	2.60548195317876	-0.207101089586038	-6.49407766461775	-5.62136535163374	-16.0377572221211	-3.20533186893307	-7.90891681636004	-11.2206298934698	-0.93139825765482	-8.01924003331725	-11.7283337491561	-3.52991657706562	-5.5306732737667	18.1699899700303	-0.408682467586775	9.67412697077793	7.93627405418729	-14.2912724719435	1.84982955140537
1	-10.396169151767	-9.55997028461772	1.67080352445821	1.60747875985141	-6.03558437689891	-4.44921626505976	-6.50257860408333	-8.90719486824603	15.4848432003227	15.7990383527998	14.2642234210876	-11.8025074474184	6.65066963359028	-16.6938677623245	-3.28969630950345	10.8993057865774	8.98728048662642	11.3354866520497	-8.74242618500943	-25.7153506074739
0	1.53667507498297	7.73842252878575	-9.57798937086804	-3.35668498036712	-5.3890196480966	3.02002418799171	-1.07209508745471	-8.51016860868523	-2.25073074043135	3.21962992815775	2.22751259606191	-5.90241644069603	31.9013847504793	7.86186078621975	5.02281827485106	-2.06529030386572	-8.39474793322869	-1.22655791111473	3.39333159007448	5.82676836406558
0	-10.4763827319596	13.9414019509572	37.858830850567	-1.62642514220793	17.5068832466194	6.62933133700229	20.5672415174915	-2.05126054949406	0.15998252683953	8.10297548873567	17.7859628030331	-17.082744759078	17.9034054024541	9.19900448776272	-14.1679945868025	11.6501486023213	-12.2269231817206	-13.7586474537434	-1.38986862538258	2.40415684597797
1	7.0078127345231	-2.11567274685697	3.88922307239911	-13.4825165825592	-4.7198802844965	8.04144869290434	3.06204239510725	-13.514286800715	-6.19521064047098	-8.16135728524826	2.68386578512935	17.0657279588776	1.17877742869763	-11.3034751737178	-11.3840779105742	-7.93978057836592	-4.41163551790163	1.56525412818482	6.11728182154121	-4.19799462104513
